,ticker_name,df_reg_time,df_reg_inter_time,train_time,predict_time,full_train_time,save_results_time,years_back,df_raw_shape,df_clean_shape,df_feacheng_shape,df_dailydiff_shape,df_weeklydiff_shape,threshold_days_in_week,df_corr_shape,min_prcnt_data,df_reg_shape,predictors_number,corrs_mean,corr_threshold,corr_inter_threshold,number_of_inter,min_days_in_week_threshold,low_week_samples_dict,test_size,X_train_shape,X_test_shape,rmse_train,rmse_train_full_train,r2_train,r2_train_full_train,rmse_test,r2_test,r2_ad_nps_train,r2_ad_nps_test,alpha,alpha_full_train,given_date,exist_date_reference,last_close_price,predicted_diff,predicted_diff_full_train,next_week_price,next_week_price_full_train_,percentage_change,percentage_change_full_train,lr_class_accuracy_test,next_week_class,next_week_class_fp,next_week_class_tp,next_week_class_full_train,next_week_class_fp_full_train,next_week_class_tp_full_train
11,ALMD,9.2,0.0,3.5,0.0,1.9,0.0002949237823486328,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 4)",4,0.46,0.35,0.7,0,1,{},0.15,43,8,0.6816380736744606,0.687,0.34425189436255466,0.2901,0.7398645019675676,-0.396990710878101,0.31375198247244085,-0.7462383885976263,0.0001,0.0001,2020-07-11,2020-07-09,42.099998474121094,-0.27126,-0.2462,41.8287,41.8538,-0.0064,-0.0058,0.5,False,0.57,0.43,False,0.5,0.5
80,CDEV,7.2,0.0,0.7,0.0,0.6,0.0003299713134765625,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.36,0.35,0.7,0,1,{},0.15,43,8,106.3371372193515,104.0009,0.12470613331705305,0.1327,90.93420573308266,0.09345898066778857,0.12470613331705305,0.09345898066778857,0.0001,0.0001,2020-07-11,2020-07-09,5004.0,-31.9517,-30.6206,4972.0483,4973.3794,-0.0064,-0.0061,0.5,False,0.71,0.29,False,0.7,0.3
291,STCM,8.1,0.0,2.6,0.0,1.1,0.00015401840209960938,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.5,0.35,0.7,1,1,{},0.15,43,8,0.8324940727180798,0.8087,0.3142562398848531,0.3569,0.7009592659567738,0.15872120625592012,0.29830871057984965,0.053561357037910096,0.0001,0.0001,2020-07-11,2020-07-09,77.5,-0.49657,-0.4554,77.0034,77.0446,-0.0064,-0.0059,1.0,False,0.52,0.48,False,0.5,0.5
8,ARPT,7.1,0.0,0.7,0.0,0.6,0.00016617774963378906,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.35,0.35,0.7,0,1,{},0.15,43,8,54.8940869660437,55.8608,0.14121765065050662,0.1249,60.99766259978367,-0.03277630453455638,0.14121765065050662,-0.03277630453455638,0.0001,0.0001,2020-07-11,2020-07-09,3741.0,-23.15787,-21.0806,3717.8421,3719.9194,-0.0062,-0.0056,0.5,False,0.5,0.5,False,0.5,0.5
111,ENOG,7.5,0.0,0.9,0.0,0.6,0.0001888275146484375,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.43,0.35,0.7,0,1,{},0.15,43,8,68.1625080619311,69.6711,0.16387783077930063,0.1853,78.33910703971904,0.06656085768722941,0.16387783077930063,0.06656085768722941,0.0001,0.0001,2020-07-11,2020-07-09,2173.0,-12.93041,-9.3304,2160.0696,2163.6696,-0.006,-0.0043,0.5,False,0.5,0.5,False,0.59,0.41
65,CNMD,7.1,0.0,0.7,0.0,0.6,0.0001480579376220703,1,"(240, 7)","(240, 7)","(213, 7)","(213, 1)","(47, 4)",1,"(376, 3)",0.8,"(46, 2)",2,0.4,0.35,0.7,0,1,{},0.15,39,7,1.90144849492173,1.7838,0.12863352535147377,0.1574,0.8907602410238887,0.5252513597086358,0.12863352535147377,0.5252513597086358,0.0001,0.0001,2020-07-11,2020-07-09,25.5,-0.15411,-0.1152,25.3459,25.3848,-0.006,-0.0045,0.71,False,0.5,0.5,True,0.48,0.52
242,OPCE,6.3,0.0,1.2,0.0,1.1,0.00015687942504882812,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.36,0.35,0.7,0,1,{},0.15,43,8,31.17727525220201,31.2441,0.2053141771189404,0.24,33.33617194466723,0.30444369218252976,0.1868331114705436,0.217499153705346,0.0001,0.0001,2020-07-11,2020-07-09,2534.0,-14.67985,-15.3514,2519.3202,2518.6486,-0.0058,-0.0061,0.88,False,0.52,0.48,False,0.5,0.5
138,HAP,7.6,0.0,4.2,0.0,3.8,0.00034689903259277344,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 7)",7,0.48,0.35,0.7,0,1,{},0.15,43,8,159.3564526672701,148.671,0.4535355074225952,0.5713,89.18751468455744,0.838355950002311,0.38999312456475743,0.7373284187537554,0.0001,0.0001,2020-07-11,2020-07-09,10250.0,-59.19329,-74.9968,10190.8067,10175.0032,-0.0058,-0.0073,0.5,False,0.66,0.34,False,0.72,0.28
169,KDST,6.9,0.0,0.8,0.0,0.6,0.00015211105346679688,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.87,0.35,0.7,0,1,{},0.15,43,8,3.4927126702145714,3.3671,0.7807354937236802,0.7644,2.5899866040269104,-0.07238444667049948,0.7807354937236802,-0.07238444667049948,0.0001,0.0001,2020-07-11,2020-07-09,215.6000061035156,-1.22611,-1.2473,214.3739,214.3527,-0.0057,-0.0058,0.75,False,0.5,0.5,False,0.5,0.5
0,ALD,8.1,0.0,3.5,0.0,1.2,0.0001919269561767578,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.46,0.35,0.7,0,1,{},0.15,43,8,3.2739526560818026,3.1173,0.2681250601221281,0.2621,2.113051398764336,0.1348764957458196,0.25110471268310786,0.02673605771404708,0.0001,0.0001,2020-07-11,2020-07-09,176.60000610351562,-1.00276,-0.9243,175.5972,175.6757,-0.0057,-0.0052,0.62,False,0.5,0.5,False,0.51,0.49
290,SRFT,7.8,0.0,3.8,0.0,2.2,0.0001800060272216797,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 5)",5,0.49,0.35,0.7,3,1,{},0.15,43,8,22.781427991762868,21.1548,0.2761609358246855,0.2792,8.274583661381037,-0.66042954549134,0.22566053599850078,-1.2830906250505927,0.0001,0.0001,2020-07-11,2020-07-09,1230.0,-6.86166,-5.622,1223.1383,1224.378,-0.0056,-0.0046,0.62,False,0.69,0.31,False,0.51,0.49
266,PSTI,7.6,0.0,2.2,0.0,0.6,0.00015687942504882812,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.52,0.35,0.7,9,1,{},0.15,43,8,96.61635801850771,90.5595,0.20410871383559692,0.1932,46.7165771416635,-0.24976405405135682,0.20410871383559692,-0.24976405405135682,0.0001,0.0001,2020-07-11,2020-07-09,3021.0,-16.3197,-12.5708,3004.6803,3008.4292,-0.0054,-0.0042,0.62,False,0.5,0.5,False,0.5,0.5
253,PNAX,6.7,0.0,2.1,0.0,1.6,0.00016379356384277344,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 4)",4,0.45,0.35,0.7,0,1,{},0.15,43,8,5.688058564362256,5.575,0.1790905175117934,0.3389,6.491413308787666,0.35590749745197814,0.14090868111699306,0.19488437181497265,0.0001,0.0001,2020-07-11,2020-07-09,272.70001220703125,-1.48189,-1.282,271.2181,271.4181,-0.0054,-0.0047,0.88,False,0.51,0.49,False,0.53,0.47
317,TDRN,7.1,0.0,2.3,0.0,1.6,0.0001652240753173828,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 4)",4,0.45,0.35,0.7,0,1,{},0.15,43,8,125.58587862981967,125.2705,0.370757926485606,0.4,125.2360116359126,0.46622955796573873,0.34149085329888995,0.3327869474571734,0.0001,0.0001,2020-07-11,2020-07-09,16190.0,-85.49899,-96.4468,16104.501,16093.5532,-0.0053,-0.006,0.5,False,0.5,0.5,False,0.67,0.33
43,AZRG,7.4,0.0,2.8,0.0,1.8,0.0001857280731201172,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 4)",4,0.58,0.35,0.7,10,1,{},0.15,43,8,200.81867647851726,253.3211,0.010359659898960816,-0.1786,370.03304783240844,-0.5093180877832086,-0.03567012336155262,-0.8866476097290108,0.0001,0.0001,2020-07-11,2020-07-09,15630.0,-80.64602,-87.7343,15549.354,15542.2657,-0.0052,-0.0056,0.38,False,0.5,0.5,False,0.5,0.5
338,WLFD,6.3,0.0,1.2,0.0,1.1,0.00019693374633789062,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.38,0.35,0.7,0,1,{},0.15,43,8,20.720267608477972,24.7458,0.2613150751901926,0.2232,42.531922855653534,-0.011468679850081154,0.2441363560085691,-0.13790226483134127,0.0001,0.0001,2020-07-11,2020-07-09,2423.0,-12.13286,-8.4859,2410.8671,2414.5141,-0.005,-0.0035,0.62,False,0.5,0.5,False,0.53,0.47
207,MTDS,8.0,0.0,2.7,0.0,1.9,0.0002620220184326172,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 4)",4,0.53,0.35,0.7,2,1,{},0.15,43,8,16.157694485122587,15.3716,0.3191197651900626,0.3375,10.537618723036426,0.20877000838817683,0.28745091705936776,0.010962510485221011,0.0001,0.0001,2020-07-11,2020-07-09,914.2999877929688,-4.52776,-4.7358,909.7722,909.5642,-0.005,-0.0052,0.25,False,0.57,0.43,False,0.5,0.5
286,SRAC,8.9,0.0,17.8,0.0,14.8,0.00044918060302734375,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 34)",34,0.51,0.35,0.7,15,1,{},0.15,43,8,40.322659268327946,62.7756,0.906514056017423,0.7795,127.24909894330578,-0.48673394721082675,0.8369431209606215,-6.433669736054133,0.0001,0.0001,2020-07-11,2020-07-09,4470.0,-21.70004,-4.1773,4448.3,4465.8227,-0.0049,-0.0009,0.75,True,0.5,0.5,True,0.39,0.61
121,FRSX,7.9,0.0,4.1,0.0,2.8,0.00018095970153808594,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 6)",6,0.46,0.35,0.7,0,1,{},0.15,43,8,1.166753540815936,1.3007,0.4528669871850467,0.4186,1.8989622168413098,-0.20653379147361517,0.40197089296970223,-0.8098006872104229,0.0001,0.0001,2020-07-11,2020-07-09,109.8000030517578,-0.53708,-0.3891,109.2629,109.4109,-0.0049,-0.0035,0.5,False,0.52,0.48,False,0.65,0.35
115,EQTL,7.7,0.0,3.8,0.0,2.9,0.00018715858459472656,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 6)",6,0.43,0.35,0.7,1,1,{},0.15,43,8,116.5647992179363,110.901,0.3303451950301757,0.3408,73.45652344667215,0.3906323060200608,0.2680517248004246,0.08594845903009118,0.0001,0.0001,2020-07-11,2020-07-09,6041.0,-29.6027,-29.3167,6011.3973,6011.6833,-0.0049,-0.0049,0.5,False,0.61,0.39,False,0.56,0.44
46,BBYL,8.0,0.0,2.0,0.0,1.2,0.0003910064697265625,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.42,0.35,0.7,0,1,{},0.15,43,8,3.7097862947590228,3.6497,0.2485552901949999,0.2389,3.4475772915708314,0.09297482569060855,0.23107983182744174,-0.02040332109806542,0.0001,0.0001,2020-07-11,2020-07-09,270.0,-1.29367,-1.657,268.7063,268.343,-0.0048,-0.0061,0.62,False,0.59,0.41,False,0.5,0.5
25,ARKO,8.3,0.0,3.0,0.0,1.8,0.0001678466796875,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 4)",4,0.41,0.35,0.7,2,1,{},0.15,43,8,1.6782160961751964,1.6337,0.29952991298021114,0.293,1.3807066911101178,-0.10575975463293963,0.26694990893277903,-0.38219969329117465,0.0001,0.0001,2020-07-11,2020-07-09,72.69999694824219,-0.33866,-0.2896,72.3613,72.4104,-0.0047,-0.004,0.5,False,0.5,0.5,False,0.5,0.5
29,ASPR,7.0,0.0,0.7,0.0,0.6,0.00015425682067871094,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.37,0.35,0.7,0,1,{},0.15,43,8,24.00010701738626,23.9247,0.1272463655799111,0.1372,23.88041018828123,0.07700044880733703,0.1272463655799111,0.07700044880733703,0.0001,0.0001,2020-07-11,2020-07-09,1216.0,-5.73722,-4.4996,1210.2628,1211.5004,-0.0047,-0.0037,0.25,False,0.5,0.5,False,0.52,0.48
217,MGDL,6.9,0.0,1.3,0.0,1.1,0.00019025802612304688,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.38,0.35,0.7,0,1,{},0.15,43,8,4.083712824617713,3.932,0.26498496023975304,0.3246,3.310587314312913,0.31991393076302777,0.24789158722207283,0.23490317210840628,0.0001,0.0001,2020-07-11,2020-07-09,177.89999389648438,-0.83877,-0.3581,177.0612,177.5419,-0.0047,-0.002,0.38,False,0.5,0.5,False,0.52,0.48
59,BRAM,7.2,0.0,0.7,0.0,0.6,0.0002758502960205078,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.47,0.35,0.7,0,1,{},0.15,43,8,3.389358645498427,3.2108,0.21247126429253405,0.2178,2.057751312474706,0.1995288191103438,0.21247126429253405,0.1995288191103438,0.0001,0.0001,2020-07-11,2020-07-09,286.6000061035156,-1.32063,-1.1006,285.2794,285.4994,-0.0046,-0.0038,0.75,False,0.5,0.5,False,0.5,0.5
16,AMAN,8.6,0.0,1.9,0.0,0.6,0.00015807151794433594,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.47,0.35,0.7,1,1,{},0.15,43,8,22.93379431588692,21.8661,0.20858327711410773,0.2219,15.403584429194455,0.2852796996756516,0.20858327711410773,0.2852796996756516,0.0001,0.0001,2020-07-11,2020-07-09,1459.0,-6.46862,-7.0623,1452.5314,1451.9377,-0.0044,-0.0048,0.62,False,0.5,0.5,False,0.5,0.5
254,PTNR,6.2,0.0,0.6,0.0,0.5,0.0002129077911376953,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.42,0.35,0.7,0,1,{},0.15,43,8,19.698618603414502,20.0358,0.1960818341527374,0.1773,21.886275230740498,0.02060220325550488,0.1960818341527374,0.02060220325550488,0.0001,0.0001,2020-07-11,2020-07-09,1334.0,-5.55121,-4.568,1328.4488,1329.432,-0.0042,-0.0034,0.62,False,0.5,0.5,False,0.5,0.5
278,RANI,16.1,0.5,106.5,0.0,15.7,0.0013680458068847656,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 111)",111,0.55,0.35,0.7,755,1,{},0.15,43,8,0.002899660286072279,0.0,0.9999997607146809,1.0,5.474111705336723,0.1837370688606731,0.9999991541542208,-10.937845367912656,0.0001,0.0001,2020-07-11,2020-07-09,323.29998779296875,-1.31907,-1.32,321.9809,321.98,-0.0041,-0.0041,0.25,False,1.0,0.0,True,0.48,0.52
176,KTOV,7.4,0.0,4.1,0.0,3.6,0.0001971721649169922,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 7)",7,0.5,0.35,0.7,1,1,{},0.15,43,8,4.490530067416059,5.1122,0.27240626593204376,0.5537,16.05985055345185,-0.3101204524086698,0.18780234336600232,-1.1289457351640886,0.0001,0.0001,2020-07-11,2020-07-09,300.3999938964844,-1.20861,-1.0895,299.1914,299.3105,-0.004,-0.0036,0.0,False,0.67,0.33,False,0.5,0.5
34,AURA,12.8,0.2,17.2,0.0,1.2,0.00018095970153808594,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.54,0.35,0.7,146,1,{},0.15,43,8,3.0748459056112574,2.8849,0.1476766943301714,0.1479,1.5156005989078933,-0.13796153965299984,0.12785522210529165,-0.2802067321096249,0.0001,0.0001,2020-07-11,2020-07-09,104.6999969482422,-0.41984,-0.3181,104.2802,104.3819,-0.004,-0.003,0.5,False,0.56,0.44,False,0.51,0.49
104,ELCRE,7.9,0.0,5.2,0.0,4.4,0.00022077560424804688,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 8)",8,0.47,0.35,0.7,4,1,{},0.15,43,8,29.102722139929874,27.9209,0.345469155565285,0.4227,565.9175914226447,-308.0976205304589,0.2541392702953248,-539.9208359283032,0.0001,0.0001,2020-07-11,2020-07-09,1483.0,-5.72386,-8.0978,1477.2761,1474.9022,-0.0039,-0.0055,0.88,True,0.38,0.62,False,0.58,0.42
200,MEAT,7.1,0.0,1.0,0.0,0.6,0.00015592575073242188,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.44,0.35,0.7,0,1,{},0.15,43,8,7.376814216510758,7.488,0.27500055917897814,0.1976,8.2313546988027,-0.6963226320498916,0.27500055917897814,-0.6963226320498916,0.0001,0.0001,2020-07-11,2020-07-09,487.70001220703125,-1.90194,-1.3959,485.7981,486.3041,-0.0039,-0.0029,0.38,False,0.5,0.5,False,0.5,0.5
322,TLRD,7.6,0.0,2.4,0.0,1.1,0.0001518726348876953,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.48,0.35,0.7,0,1,{},0.15,43,8,2.2789741738160645,2.4467,0.34225105428984615,0.3075,3.2109456560155007,0.15856205618022978,0.3269545671803077,0.05338231320275855,0.0001,0.0001,2020-07-11,2020-07-09,136.10000610351562,-0.52889,-0.6076,135.5711,135.4924,-0.0039,-0.0045,0.5,False,0.5,0.5,False,0.69,0.31
260,PTCH,7.9,0.0,5.6,0.0,3.9,0.0002110004425048828,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 8)",8,0.5,0.35,0.7,6,1,{},0.15,43,8,4.477219341386243,4.5411,0.38830564515676835,0.3694,5.220119633985039,0.02479479326454115,0.30295294448096854,-0.706609111787053,0.0001,0.0001,2020-07-11,2020-07-09,90.1999969482422,-0.33984,-1.3948,89.8602,88.8052,-0.0038,-0.0155,0.5,False,0.51,0.49,False,0.63,0.37
283,REKA,6.4,0.0,3.6,0.0,3.3,0.000186920166015625,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 7)",7,0.43,0.35,0.7,0,1,{},0.15,43,8,17.685936112260624,17.2312,0.3546318715437392,0.3364,14.694854102885815,0.09383237952995471,0.27958906590929034,-0.4725223832638237,0.0001,0.0001,2020-07-11,2020-07-09,1890.0,-7.17043,-7.9607,1882.8296,1882.0393,-0.0038,-0.0042,0.62,False,0.59,0.41,False,0.5,0.5
12,ALLT,8.6,0.0,2.9,0.0,1.9,0.00017905235290527344,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 4)",4,0.48,0.35,0.7,1,1,{},0.15,43,8,47.01536464412159,43.9943,0.3643547634997977,0.3671,23.149132610834723,0.27329447894349845,0.33478986877885797,0.0916180986793731,0.0001,0.0001,2020-07-11,2020-07-09,3521.0,-13.23436,-12.4912,3507.7656,3508.5088,-0.0038,-0.0035,0.88,False,0.5,0.5,False,0.64,0.36
255,PAYT,8.3,0.0,4.2,0.0,2.2,0.00017261505126953125,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 5)",5,0.49,0.35,0.7,4,1,{},0.15,43,8,46.486127514067086,43.935,0.31524972839784415,0.323,26.430416756938648,0.2957692946064089,0.26747645363490313,0.0316827800838122,0.0001,0.0001,2020-07-11,2020-07-09,4455.0,-16.77911,-15.6569,4438.2209,4439.3431,-0.0038,-0.0035,0.38,False,0.65,0.35,False,0.6,0.4
250,PCBT,14.0,0.1,16.9,0.0,9.4,0.00029969215393066406,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 17)",17,0.55,0.35,0.7,22,1,{},0.15,43,8,3.3503831552317243,3.7303,0.6415342878467125,0.6198,4.958022958438062,0.49124961159360336,0.516488109188589,-0.4626573666683904,0.0001,0.0001,2020-07-11,2020-07-09,472.2999877929688,-1.73054,-2.2305,470.5694,470.0695,-0.0037,-0.0047,0.62,False,0.52,0.48,True,0.41,0.59
330,UNON,12.7,0.1,16.4,0.0,0.5,0.00014781951904296875,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.7,0.35,0.7,139,1,{},0.15,43,8,23.646232688184142,23.5308,0.09957771197596044,0.1569,23.90059353088668,-0.7333730077716232,0.09957771197596044,-0.7333730077716232,0.0001,0.0001,2020-07-11,2020-07-09,1689.0,-6.07704,-3.8276,1682.923,1685.1724,-0.0036,-0.0023,0.88,False,0.61,0.39,False,0.5,0.5
211,MMHD,7.1,0.0,1.5,0.0,1.1,0.00015616416931152344,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.44,0.35,0.7,0,1,{},0.15,43,8,50.22537348313236,52.1621,0.1965240360595174,0.2945,67.46642309059787,0.09112356796891352,0.17783854852601777,-0.022485986034972205,0.0001,0.0001,2020-07-11,2020-07-09,3900.0,-13.52715,-5.4149,3886.4728,3894.5851,-0.0035,-0.0014,0.88,False,0.5,0.5,False,0.56,0.44
182,LDER,8.0,0.0,10.8,0.0,11.5,0.0002608299255371094,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 16)",16,0.45,0.35,0.7,2,1,{},0.15,43,8,0.6384543340514819,0.6152,0.5365219094330702,0.583,0.7490938838102753,-0.008502268163947946,0.38562206599267446,-1.7733812374508569,0.0001,0.0001,2020-07-11,2020-07-09,50.599998474121094,-0.17175,-0.0439,50.4282,50.5561,-0.0034,-0.0009,0.75,True,0.5,0.5,True,0.42,0.58
324,TUZA,6.1,0.0,0.6,0.0,0.5,0.00014591217041015625,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.57,0.35,0.7,0,1,{},0.15,43,8,0.5401324995356652,0.5143,0.33455343079248867,0.3243,0.34437074736260237,0.11594361772523598,0.33455343079248867,0.11594361772523598,0.0001,0.0001,2020-07-11,2020-07-09,62.4000015258789,-0.20481,-0.2153,62.1952,62.1847,-0.0033,-0.0034,0.5,False,0.5,0.5,False,0.5,0.5
118,EXPO,14.6,0.2,26.8,0.0,14.8,0.0012199878692626953,1,"(240, 7)","(233, 7)","(233, 7)","(233, 1)","(51, 4)",1,"(373, 3)",0.8,"(50, 120)",120,0.53,0.35,0.7,63,1,{},0.15,42,8,0.00022879430886256163,0.0,0.9999999999181479,1.0,12.903839731040868,0.5324439908834964,0.9999999996881825,-6.364007143584932,0.0001,0.0001,2020-07-11,2020-07-09,2038.0,-6.80034,-6.8,2031.1997,2031.2,-0.0033,-0.0033,0.62,False,0.64,0.36,False,0.77,0.23
86,DCMA,7.8,0.0,1.0,0.0,0.6,0.00017499923706054688,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.42,0.35,0.7,0,1,{},0.15,43,8,0.9515777577319516,0.943,0.15236111249327677,0.175,0.9078269750852502,0.23572294498274315,0.15236111249327677,0.23572294498274315,0.0001,0.0001,2020-07-11,2020-07-09,50.29999923706055,-0.16126,-0.1139,50.1387,50.1861,-0.0032,-0.0023,0.75,False,0.54,0.46,False,0.52,0.48
68,CRSO,7.5,0.0,2.3,0.0,1.9,0.0001709461212158203,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 4)",4,0.47,0.35,0.7,1,1,{},0.15,43,8,20.13890645112882,19.8193,0.23861692099001208,0.2227,18.203011797298778,-0.13682022626088686,0.20320375452443118,-0.4210252828261085,0.0001,0.0001,2020-07-11,2020-07-09,901.5,-2.78723,-2.3236,898.7128,899.1764,-0.0031,-0.0026,0.25,False,0.5,0.5,False,0.56,0.44
261,PTX,7.0,0.0,7.2,0.0,6.2,0.00022673606872558594,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 12)",12,0.56,0.35,0.7,0,1,{},0.15,43,8,1.0409792616511402,1.2881,0.18921904719668114,0.7972,6.501740025506437,-0.12007149584210297,0.0006653372424210158,-1.5201608656447316,0.0001,0.0001,2020-07-11,2020-07-09,63.70000076293945,-0.19007,-0.0421,63.5099,63.6579,-0.003,-0.0007,0.5,False,0.57,0.43,False,0.52,0.48
300,SEFA,6.9,0.0,1.7,0.0,0.5,0.00015306472778320312,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.98,0.35,0.7,11,1,{},0.15,43,8,2.4323773018698,459.9733,0.033626807578487794,-730.2695,132.6013324880295,-9.576149299062587,0.033626807578487794,-9.576149299062587,0.0001,0.0001,2020-07-11,2020-07-09,222.0,-0.63928,65.1761,221.3607,287.1761,-0.0029,0.2936,1.0,False,0.5,0.5,False,0.5,0.5
79,CFX,8.0,0.0,2.2,0.0,1.8,0.00017380714416503906,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 4)",4,0.39,0.35,0.7,0,1,{},0.15,43,8,3.3265848693527613,3.3696,0.30054835902610355,0.325,3.702610675479413,-0.08605463327411744,0.26801572456220135,-0.3575682915926468,0.0001,0.0001,2020-07-11,2020-07-09,299.29998779296875,-0.86717,-0.7182,298.4328,298.5818,-0.0029,-0.0024,0.62,False,0.5,0.5,False,0.5,0.5
223,MVNE,6.7,0.0,1.5,0.0,1.1,0.00015306472778320312,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.38,0.35,0.7,1,1,{},0.15,43,8,9.418365975281516,9.5266,0.15425103805529738,0.2184,10.373536378504097,0.16728530958104437,0.13458245754495546,0.06319597327867488,0.0001,0.0001,2020-07-11,2020-07-09,624.5999755859375,-1.71959,-1.0924,622.8804,623.5075,-0.0028,-0.0017,0.75,False,0.5,0.5,True,0.5,0.5
